date,store_id,segment,treated,period,baseline_sales,observed_sales
2025-10-10,6,urban,0,pre,36.17510814408323,33.25397689516222
2025-10-11,6,urban,0,pre,38.029845600151624,40.29898301855068
2025-10-12,6,urban,0,pre,37.27680420332937,56.455426862376505
2025-10-13,6,urban,0,pre,34.41082730114739,40.96000909059503
2025-10-14,6,urban,0,pre,34.41082730114739,32.23866651383674
2025-10-15,6,urban,0,pre,34.41082730114739,43.75535679846234
2025-10-16,6,urban,0,pre,34.41082730114739,31.713935418042716
2025-10-17,6,urban,0,pre,36.17510814408323,24.06470766479056
2025-10-18,6,urban,0,pre,38.029845600151624,31.085889419183026
2025-10-19,6,urban,0,pre,37.27680420332937,25.641519105404296
2025-10-20,6,urban,0,pre,34.41082730114739,32.074732324762465
2025-10-21,6,urban,0,pre,34.41082730114739,34.537819389481605
2025-10-01,7,suburban,0,pre,58.832487627398244,82.26795596726923
2025-10-02,7,suburban,0,pre,58.832487627398244,62.80782626412193
2025-10-03,7,suburban,0,pre,61.84889377058381,59.197191935028115
2025-10-04,7,suburban,0,pre,65.01995436384587,76.75168412578209
2025-10-05,7,suburban,0,pre,63.73247300590753,40.954723482097094
2025-10-06,7,suburban,0,pre,58.832487627398244,61.671204773151715
2025-10-07,7,suburban,0,pre,58.832487627398244,68.63943692055491
2025-10-08,7,suburban,0,pre,58.832487627398244,43.77123926170964
2025-10-09,7,suburban,0,pre,58.832487627398244,73.95412892726065
2025-10-10,7,suburban,0,pre,61.84889377058381,66.18100541434363
2025-10-11,7,suburban,0,pre,65.01995436384587,59.83774386810906
2025-10-12,7,suburban,0,pre,63.73247300590753,72.33083942033294
2025-10-13,7,suburban,0,pre,58.832487627398244,92.65035501938756
2025-10-14,7,suburban,0,pre,58.832487627398244,61.011810733187374
2025-10-15,7,suburban,0,pre,58.832487627398244,61.82688673300162
2025-10-16,7,suburban,0,pre,58.832487627398244,53.66827437086589
2025-10-17,7,suburban,0,pre,61.84889377058381,52.181359796962134
2025-10-18,7,suburban,0,pre,65.01995436384587,76.76596488030142
2025-10-19,7,suburban,0,pre,63.73247300590753,53.70346087784019
2025-10-20,7,suburban,0,pre,58.832487627398244,59.68062691454847
2025-10-21,7,suburban,0,pre,58.832487627398244,53.47224443341152
2025-10-01,8,suburban,1,pre,54.946175964601586,60.47016194559894
2025-10-02,8,suburban,1,pre,54.946175964601586,58.73797835283281
2025-10-03,8,suburban,1,pre,57.76332664797664,71.08398576723216
2025-10-04,8,suburban,1,pre,60.7249157355448,54.83621358128413
2025-10-05,8,suburban,1,pre,59.52248184064554,56.39492093970487
2025-10-06,8,suburban,1,pre,54.946175964601586,45.17759798108467
2025-10-07,8,suburban,1,pre,54.946175964601586,50.27437154496402
2025-10-08,8,suburban,1,pre,54.946175964601586,59.25286811547986
2025-10-09,8,suburban,1,pre,54.946175964601586,63.92763947931091
2025-10-10,8,suburban,1,pre,57.76332664797664,48.03457299715658
2025-10-11,8,suburban,1,pre,60.7249157355448,72.26032846209154
2025-10-12,8,suburban,1,pre,59.52248184064554,78.06030422035937
2025-10-13,8,suburban,1,pre,54.946175964601586,59.682632662001275
2025-10-14,8,suburban,1,pre,54.946175964601586,79.97493313477297
2025-10-15,8,suburban,1,pre,54.946175964601586,47.06813568898431
2025-10-16,8,suburban,1,pre,54.946175964601586,42.83789665069831
2025-10-17,8,suburban,1,pre,57.76332664797664,40.47198625880788
2025-10-18,8,suburban,1,pre,60.7249157355448,81.90523838388692
2025-10-19,8,suburban,1,pre,59.52248184064554,67.84510359395985
2025-10-20,8,suburban,1,pre,54.946175964601586,54.33872569122717
2025-10-21,8,suburban,1,pre,54.946175964601586,58.110583800628696
2025-10-01,9,suburban,0,pre,54.78286206491503,43.740725402941194
2025-10-02,9,suburban,0,pre,54.78286206491503,89.34701248241778
2025-10-03,9,suburban,0,pre,57.59163946559971,59.09945161264853
2025-10-04,9,suburban,0,pre,60.544425963093694,61.883672205300236
2025-10-05,9,suburban,0,pre,59.34556600514353,68.61634240099174
2025-10-06,9,suburban,0,pre,54.78286206491503,60.314905084178015
2025-10-07,9,suburban,0,pre,54.78286206491503,57.291611328859304
2025-10-08,9,suburban,0,pre,54.78286206491503,46.77189638297063
2025-10-09,9,suburban,0,pre,54.78286206491503,60.19992343242623
2025-10-10,9,suburban,0,pre,57.59163946559971,83.9131477256296
2025-10-11,9,suburban,0,pre,60.544425963093694,79.23843077833794
2025-10-12,9,suburban,0,pre,59.34556600514353,81.61513594801755
2025-10-13,9,suburban,0,pre,54.78286206491503,49.458516796997
2025-10-14,9,suburban,0,pre,54.78286206491503,44.945760697105214
2025-10-15,9,suburban,0,pre,54.78286206491503,53.421859972460744
2025-10-16,9,suburban,0,pre,54.78286206491503,55.3968310834737
2025-10-17,9,suburban,0,pre,57.59163946559971,71.68028270846118
2025-10-18,9,suburban,0,pre,60.544425963093694,43.15872000849965
2025-10-19,9,suburban,0,pre,59.34556600514353,80.58298096147855
2025-10-20,9,suburban,0,pre,54.78286206491503,53.07870591583951
2025-10-21,9,suburban,0,pre,54.78286206491503,50.29980473099962
2025-10-01,10,urban,1,pre,40.17702165040477,32.814626845859436
2025-10-02,10,urban,1,pre,40.17702165040477,28.856171794372766
2025-10-03,10,urban,1,pre,42.236941599544274,49.79573552098223
2025-10-04,10,urban,1,pre,44.402475902923015,45.058372908108204
2025-10-05,10,urban,1,pre,43.52324797158031,33.62611682559735
2025-10-06,10,urban,1,pre,40.17702165040477,31.009061773702125
2025-10-07,10,urban,1,pre,40.17702165040477,37.56746155670949
2025-10-08,10,urban,1,pre,40.17702165040477,56.09796495286442
2025-10-09,10,urban,1,pre,40.17702165040477,38.144323834291455
2025-10-10,10,urban,1,pre,42.236941599544274,31.2702335680542
2025-10-11,10,urban,1,pre,44.402475902923015,42.27291690254613
2025-10-12,10,urban,1,pre,43.52324797158031,41.212867168554496
2025-10-13,10,urban,1,pre,40.17702165040477,23.427672353439768
2025-10-14,10,urban,1,pre,40.17702165040477,39.743100676910686
2025-10-15,10,urban,1,pre,40.17702165040477,38.36357053872945
2025-10-16,10,urban,1,pre,40.17702165040477,46.1795243714992
2025-10-17,10,urban,1,pre,42.236941599544274,61.1351171870862
2025-10-18,10,urban,1,pre,44.402475902923015,55.623637030979125
2025-10-19,10,urban,1,pre,43.52324797158031,41.24448856678498
2025-10-20,10,urban,1,pre,40.17702165040477,32.20075983764895
2025-10-21,10,urban,1,pre,40.17702165040477,67.21975597946152
2025-10-01,11,suburban,1,pre,44.93652598695959,45.47190429501847
2025-10-02,11,suburban,1,pre,44.93652598695959,45.061887322951655
2025-10-03,11,suburban,1,pre,47.240470941640694,47.0130838607829
2025-10-04,11,suburban,1,pre,49.662541680138325,51.66951276776927
2025-10-05,11,suburban,1,pre,48.67915746791303,47.293784361887475
2025-10-06,11,suburban,1,pre,44.93652598695959,40.0656179593971
2025-10-07,11,suburban,1,pre,44.93652598695959,40.280970933298505
2025-10-08,11,suburban,1,pre,44.93652598695959,44.643124386685905
2025-10-09,11,suburban,1,pre,44.93652598695959,40.30864677781532
2025-10-10,11,suburban,1,pre,47.240470941640694,40.96351546672804
2025-10-11,11,suburban,1,pre,49.662541680138325,50.73099200278609
2025-10-12,11,suburban,1,pre,48.67915746791303,46.2589758205224
2025-10-13,11,suburban,1,pre,44.93652598695959,60.70642604572277
2025-10-14,11,suburban,1,pre,44.93652598695959,26.444732753777295
2025-10-15,11,suburban,1,pre,44.93652598695959,55.89932644436599
2025-10-16,11,suburban,1,pre,44.93652598695959,57.654482588169394
2025-10-17,11,suburban,1,pre,47.240470941640694,31.204830730202055
2025-10-18,11,suburban,1,pre,49.662541680138325,46.37281674721059
2025-10-19,11,suburban,1,pre,48.67915746791303,45.193930064366405
2025-10-20,11,suburban,1,pre,44.93652598695959,33.911311166589385
2025-10-21,11,suburban,1,pre,44.93652598695959,38.46264932101717
2025-10-01,12,suburban,1,pre,53.01040647291,42.45195957854081
2025-10-02,12,suburban,1,pre,53.01040647291,75.25951429935458
2025-10-03,12,suburban,1,pre,55.72830813211479,67.19668536945105
2025-10-04,12,suburban,1,pre,58.5855595892292,75.55034549878387
2025-10-05,12,suburban,1,pre,57.42548778429629,66.34196516011426
2025-10-06,12,suburban,1,pre,53.01040647291,42.29538119912233
2025-10-07,12,suburban,1,pre,53.01040647291,47.73114832840409
2025-10-08,12,suburban,1,pre,53.01040647291,58.46119232643761
2025-10-09,12,suburban,1,pre,53.01040647291,41.515326862638055
2025-10-10,12,suburban,1,pre,55.72830813211479,64.26967668897301
2025-10-11,12,suburban,1,pre,58.5855595892292,55.83624235900688
2025-10-12,12,suburban,1,pre,57.42548778429629,53.27803161111351
2025-10-13,12,suburban,1,pre,53.01040647291,61.110288290625874
2025-10-14,12,suburban,1,pre,53.01040647291,57.9361130968406
2025-10-15,12,suburban,1,pre,53.01040647291,49.31829017250054
2025-10-16,12,suburban,1,pre,53.01040647291,66.84350917670118
2025-10-17,12,suburban,1,pre,55.72830813211479,44.892717027472884
2025-10-18,12,suburban,1,pre,58.5855595892292,66.26589523824224
2025-10-19,12,suburban,1,pre,57.42548778429629,64.65778363027404
2025-10-20,12,suburban,1,pre,53.01040647291,49.82809367359369
2025-10-21,12,suburban,1,pre,53.01040647291,56.58335424096194
2025-10-01,13,urban,1,pre,39.98207691156146,31.13113865523222
2025-10-02,13,urban,1,pre,39.98207691156146,48.09781165447356
2025-10-03,13,urban,1,pre,42.03200183020772,40.50602988979331
2025-10-04,13,urban,1,pre,44.18702864692153,39.80078645943907
2025-10-05,13,urban,1,pre,43.312066857080076,53.42255962570173
2025-10-06,13,urban,1,pre,39.98207691156146,34.728564695086376
2025-10-07,13,urban,1,pre,39.98207691156146,30.1667105645049
2025-10-08,13,urban,1,pre,39.98207691156146,29.285878628774512
2025-10-09,13,urban,1,pre,39.98207691156146,45.13388373522714
2025-10-10,13,urban,1,pre,42.03200183020772,32.53594265151785
2025-10-11,13,urban,1,pre,44.18702864692153,62.764530495271174
2025-10-12,13,urban,1,pre,43.312066857080076,28.561092653337454
2025-10-13,13,urban,1,pre,39.98207691156146,56.132925638653724
2025-10-14,13,urban,1,pre,39.98207691156146,41.705573207190184
2025-10-15,13,urban,1,pre,39.98207691156146,39.21615009272508
2025-10-16,13,urban,1,pre,39.98207691156146,35.85372472451213
2025-10-17,13,urban,1,pre,42.03200183020772,45.524857677378186
2025-10-18,13,urban,1,pre,44.18702864692153,43.85568408185358
2025-10-19,13,urban,1,pre,43.312066857080076,54.00581105421974
2025-10-20,13,urban,1,pre,39.98207691156146,40.90600223603718
2025-10-21,13,urban,1,pre,39.98207691156146,41.20219900252152
2025-10-01,14,urban,0,pre,39.03864994466428,36.300435453706456
2025-10-02,14,urban,0,pre,39.03864994466428,38.596556199737925
2025-10-03,14,urban,0,pre,41.04020432836702,43.64603899043406
2025-10-04,14,urban,0,pre,43.14438059977846,30.64650115581241
2025-10-05,14,urban,0,pre,42.290064624544556,32.295086412038344
2025-10-06,14,urban,0,pre,39.03864994466428,45.29537809229562
2025-10-07,14,urban,0,pre,39.03864994466428,40.39577770436358
2025-10-08,14,urban,0,pre,39.03864994466428,37.6282655880631
2025-10-09,14,urban,0,pre,39.03864994466428,39.1828427574117
2025-10-10,14,urban,0,pre,41.04020432836702,43.99467134037731
2025-10-11,14,urban,0,pre,43.14438059977846,38.729448102321776
2025-10-12,14,urban,0,pre,42.290064624544556,36.19392309843756
2025-10-13,14,urban,0,pre,39.03864994466428,40.598098503877544
2025-10-14,14,urban,0,pre,39.03864994466428,32.10069317336014
2025-10-15,14,urban,0,pre,39.03864994466428,42.3599241765654
2025-10-16,14,urban,0,pre,39.03864994466428,27.7721982892582
2025-10-17,14,urban,0,pre,41.04020432836702,50.41976732821266
2025-10-18,14,urban,0,pre,43.14438059977846,47.42130859461935
2025-10-19,14,urban,0,pre,42.290064624544556,44.51196931936868
2025-10-20,14,urban,0,pre,39.03864994466428,47.51713469435995
2025-10-21,14,urban,0,pre,39.03864994466428,54.46983534334516
2025-10-01,15,urban,1,pre,28.912019998219655,35.41485760862597
2025-10-02,15,urban,1,pre,28.912019998219655,20.007007341724773
2025-10-03,15,urban,1,pre,30.394370961973905,23.53154901808304
2025-10-04,15,urban,1,pre,31.952723684853904,28.199202855334644
2025-10-05,15,urban,1,pre,31.320017364431134,31.483878953833514
2025-10-06,15,urban,1,pre,28.912019998219655,32.06577396337882
2025-10-07,15,urban,1,pre,28.912019998219655,25.00582162880829
2025-10-08,15,urban,1,pre,28.912019998219655,30.012404467074823
2025-10-09,15,urban,1,pre,28.912019998219655,24.858029997368828
2025-10-10,15,urban,1,pre,30.394370961973905,26.8953622570779
2025-10-11,15,urban,1,pre,31.952723684853904,24.117198246383776
2025-10-12,15,urban,1,pre,31.320017364431134,26.039400018745983
2025-10-13,15,urban,1,pre,28.912019998219655,22.063408325767842
2025-10-14,15,urban,1,pre,28.912019998219655,23.785657546903646
2025-10-15,15,urban,1,pre,28.912019998219655,35.69411341536977
2025-10-16,15,urban,1,pre,28.912019998219655,23.91193359154997
2025-10-17,15,urban,1,pre,30.394370961973905,51.45634809861553
2025-10-18,15,urban,1,pre,31.952723684853904,35.266059202240285
2025-10-19,15,urban,1,pre,31.320017364431134,32.49949823460629
2025-10-20,15,urban,1,pre,28.912019998219655,24.351315421981404
2025-10-21,15,urban,1,pre,28.912019998219655,33.25880025558927
2025-10-01,16,urban,0,pre,42.07470968393079,37.499187828663246
2025-10-02,16,urban,0,pre,42.07470968393079,43.11404452233752
2025-10-03,16,urban,0,pre,44.231926179128834,73.80775059768068
2025-10-04,16,urban,0,pre,46.499745529156144,45.614920189543454
2025-10-05,16,urban,0,pre,45.57898887678058,57.357379227144236
2025-10-06,16,urban,0,pre,42.07470968393079,36.55476529267232
2025-10-07,16,urban,0,pre,42.07470968393079,41.7813113217782
2025-10-08,16,urban,0,pre,42.07470968393079,59.955760616904094
2025-10-09,16,urban,0,pre,42.07470968393079,37.11619616001044
2025-10-10,16,urban,0,pre,44.231926179128834,63.55696254132098
2025-10-11,16,urban,0,pre,46.499745529156144,53.57042948769502
2025-10-12,16,urban,0,pre,45.57898887678058,40.729534183750516
2025-10-13,16,urban,0,pre,42.07470968393079,47.747580137704695
2025-10-14,16,urban,0,pre,42.07470968393079,51.10885296301059
2025-10-15,16,urban,0,pre,42.07470968393079,47.646483675553434
2025-10-16,16,urban,0,pre,42.07470968393079,30.73499464442692
2025-10-17,16,urban,0,pre,44.231926179128834,38.24525135263645
2025-10-18,16,urban,0,pre,46.499745529156144,44.25388273272123
2025-10-19,16,urban,0,pre,45.57898887678058,44.905494278528266
2025-10-20,16,urban,0,pre,42.07470968393079,47.635641859200554
2025-10-21,16,urban,0,pre,42.07470968393079,43.59694330761048
2025-10-01,17,suburban,0,pre,51.872524470378295,39.71465982389973
2025-10-02,17,suburban,0,pre,51.872524470378295,55.97072725971568
2025-10-03,17,suburban,0,pre,54.532085671766716,61.61506519030072
2025-10-04,17,suburban,0,pre,57.32800549182948,64.11942408983224
2025-10-05,17,suburban,0,pre,56.19283492641362,69.7519516859199
2025-10-06,17,suburban,0,pre,51.872524470378295,61.287363959775945
2025-10-07,17,suburban,0,pre,51.872524470378295,56.8618858490129
2025-10-08,17,suburban,0,pre,51.872524470378295,51.149673749453974
2025-10-09,17,suburban,0,pre,51.872524470378295,37.21072661783435
2025-10-10,17,suburban,0,pre,54.532085671766716,59.42487443151172
2025-10-11,17,suburban,0,pre,57.32800549182948,59.75941752016388
2025-10-12,17,suburban,0,pre,56.19283492641362,59.329403352501544
2025-10-13,17,suburban,0,pre,51.872524470378295,40.18282000401595
2025-10-14,17,suburban,0,pre,51.872524470378295,41.78669336408961
2025-10-15,17,suburban,0,pre,51.872524470378295,64.0343608152828
2025-10-16,17,suburban,0,pre,51.872524470378295,51.46377826676312
2025-10-17,17,suburban,0,pre,54.532085671766716,62.49517762926398
2025-10-18,17,suburban,0,pre,57.32800549182948,57.653613896037164
2025-10-19,17,suburban,0,pre,56.19283492641362,56.52824836431726
2025-10-20,17,suburban,0,pre,51.872524470378295,62.580017479453254
2025-10-21,17,suburban,0,pre,51.872524470378295,46.78582679125834
2025-10-01,18,urban,1,pre,50.43890544859783,51.41793112420406
2025-10-02,18,urban,1,pre,50.43890544859783,45.98465496195887
2025-10-03,18,urban,1,pre,53.02496343095404,48.61166707207743
2025-10-04,18,urban,1,pre,55.74361144135765,52.40114205855557
2025-10-05,18,urban,1,pre,54.63981398014601,57.12201334921911
2025-10-06,18,urban,1,pre,50.43890544859783,45.833400159418225
2025-10-07,18,urban,1,pre,50.43890544859783,64.83943842585344
2025-10-08,18,urban,1,pre,50.43890544859783,42.17557872585746
2025-10-09,18,urban,1,pre,50.43890544859783,48.588577963699194
2025-10-10,18,urban,1,pre,53.02496343095404,48.560798934520875
2025-10-11,18,urban,1,pre,55.74361144135765,74.45228032931847
2025-10-12,18,urban,1,pre,54.63981398014601,56.830534817547615
2025-10-13,18,urban,1,pre,50.43890544859783,61.99983468605259
2025-10-14,18,urban,1,pre,50.43890544859783,37.474126550290315
2025-10-15,18,urban,1,pre,50.43890544859783,53.20609002593658
2025-10-16,18,urban,1,pre,50.43890544859783,60.26123149898088
2025-10-17,18,urban,1,pre,53.02496343095404,53.90480436066495
2025-10-18,18,urban,1,pre,55.74361144135765,68.98291641865966
2025-10-19,18,urban,1,pre,54.63981398014601,49.2694947002057
2025-10-20,18,urban,1,pre,50.43890544859783,66.86210062971284
2025-10-21,18,urban,1,pre,50.43890544859783,79.88135213781173
2025-10-01,19,urban,0,pre,50.07142634772615,46.566565306323795
2025-10-02,19,urban,0,pre,50.07142634772615,45.803019125971886
2025-10-03,19,urban,0,pre,52.638643273685396,70.3953639795398
2025-10-04,19,urban,0,pre,55.33748422607369,75.89607286507456
2025-10-05,19,urban,0,pre,54.24172862253093,48.85606408236807
2025-10-06,19,urban,0,pre,50.07142634772615,46.03551434501136
2025-10-07,19,urban,0,pre,50.07142634772615,47.32759793653918
2025-10-08,19,urban,0,pre,50.07142634772615,38.26594785645198
2025-10-09,19,urban,0,pre,50.07142634772615,41.66744480216979
2025-10-10,19,urban,0,pre,52.638643273685396,43.06120000083398
2025-10-11,19,urban,0,pre,55.33748422607369,47.46017792693773
2025-10-12,19,urban,0,pre,54.24172862253093,53.86675706106833
2025-10-13,19,urban,0,pre,50.07142634772615,52.47272230957804
2025-10-14,19,urban,0,pre,50.07142634772615,68.27547411770496
2025-10-15,19,urban,0,pre,50.07142634772615,41.00851404831311
2025-10-16,19,urban,0,pre,50.07142634772615,60.965918364888424
2025-10-17,19,urban,0,pre,52.638643273685396,50.43335411375832
2025-10-18,19,urban,0,pre,55.33748422607369,54.79274370687017
