Y,T,income_k,urbanicity,competitor,brand_awareness,p_T,p0,p1,tau_true,cate_hat,urb_bin
1,0,42.98439866086021,0.8099252550015172,1,0.870938086844619,0.523834799140481,0.8505700150500485,0.9209136925973519,0.23858259693468953,0.09117036663475342,9
1,1,62.90013182358963,0.45339003706538633,0,0.6058220859983854,0.5575438327949035,0.8526443874748231,0.9153875345051311,0.20859071415964647,-0.08008178174832159,4
0,1,28.90069454854048,0.2956943137739202,0,0.18193993821742482,0.3797065815857396,0.5718376646189998,0.6719454285307565,0.14254814088783052,0.10948208479821309,2
0,0,27.670858599088596,0.25404743161300436,1,0.22374904652772745,0.23662740675376548,0.3719284315862565,0.4372066317808122,0.09048201939472339,0.05089061756433427,1
0,0,53.64557738917161,0.4967131215218464,1,0.2013782093335329,0.34003941766557116,0.5490888309628976,0.6389764125598006,0.12464478916163024,0.18364577048396502,5
1,1,57.22066224916341,0.792807301559824,0,0.6839269359414948,0.664933563440274,0.91280923320398,0.9589232920640421,0.26731378882812307,0.008933056016071195,8
0,1,57.01899799987492,0.2327250065867916,1,0.15741042557805393,0.2670488648065311,0.4399061333724313,0.5001015907201086,0.08064979354582413,-0.1529727032024365,1
1,0,68.4185369545321,0.20460938204953577,1,0.17765739743471293,0.27401344005670775,0.4655754647406027,0.5243445121917061,0.07845714705090165,-0.18928342651885144,1
1,1,32.978865592020654,0.5033764576272375,0,1.0,0.5843941115929053,0.8959100733250408,0.9487827882112553,0.25550646864408566,0.1722852261923591,5
1,1,41.081567267816595,0.8531808945292769,1,1.0,0.5545049239935617,0.8817499501197987,0.9417523429925035,0.25797713417939155,0.11850556002575441,9
1,0,36.24612817696007,0.6468051988453386,0,0.6250348818648914,0.5780267675563037,0.8518859568608598,0.9218709233572834,0.2395242680132899,0.034470674082134556,7
0,0,44.679845608672224,0.5168526756987067,1,0.5946954374646746,0.39075555411967405,0.695390792812263,0.7902506036394672,0.16699744510127348,0.23066894248607472,5
1,1,47.317624073255196,0.8380634939328314,0,0.7171230924470597,0.6690123490565535,0.9138869968505873,0.9606196658920133,0.27742183333463066,0.20358840862548178,9
1,0,83.16294754296634,0.7517903020449881,1,0.6641711531184352,0.5249434345390523,0.8423309366335221,0.909144329794115,0.20918566061859173,-0.09457885000122379,8
0,0,43.52091023854154,0.208049676870351,0,0.3066658394471335,0.4031988540370865,0.6520398996841196,0.7414732745733761,0.141874035475266,0.10496839151290838,1
1,1,44.94978322730941,0.22572914358254284,1,0.46865543451482317,0.28997332131809567,0.5412810819815372,0.6219129816091625,0.11072491498886375,-0.16770924864071973,1
0,1,41.07335277566386,0.6986354573590743,0,0.3997228204709059,0.5687688722415408,0.8170772930433869,0.8976124058117697,0.22476760065095175,0.2189134799042699,7
1,1,35.633912241681664,0.6683741123604728,1,0.43136702851735403,0.3948161569491141,0.6509006541240014,0.7582628187980023,0.1733928197058063,0.10936511863880094,7
1,0,42.17040100006375,0.23974118632771454,1,0.6743818047330177,0.317271783691292,0.6268040076813479,0.7147829068965695,0.13339935842245895,-0.22416133154161688,1
1,0,50.61762792475837,0.5235852155644835,0,0.503748973175281,0.5464167854026107,0.8244374537507901,0.8978392921858472,0.20891267965220062,0.1353934618901952,5
1,0,62.90675404020844,0.7711030260249567,1,0.5723436849655581,0.4941202358553186,0.7976813525840649,0.8787413530185564,0.2028998224002993,0.024016541092538812,8
1,0,76.72120456521911,0.408534535463819,0,0.4380615378405553,0.5324491999420414,0.8183813772267119,0.8870221780955417,0.1850863341036284,-0.0007266862870122237,3
0,1,47.94198054218923,0.3158326979969112,1,0.40642116754073565,0.3101563591038714,0.5565821124446778,0.6413787038058888,0.11801702145361025,0.1865354031918594,2
0,0,45.45284662904454,0.23102135414044367,1,0.2792418337378722,0.2676844080923189,0.4598795910512783,0.5291929503764363,0.09257738649485377,-0.02609559525883237,1
0,0,30.524013401191446,0.27937748840956633,1,0.3451143872165041,0.263130572355448,0.4480334253916688,0.5276304563397205,0.10641806198308536,0.10761713885953267,2
1,1,57.44502418568054,0.7158081556161574,0,0.6045144096843607,0.6311672613005102,0.8901559661286784,0.944580175501954,0.2478226643108597,-0.0018094757094758718,8
1,0,45.713564958625284,0.40894809912189617,0,0.48170443390425666,0.49818743954050193,0.7814142747443491,0.8632399958957505,0.1895126582587101,0.104126942993233,3
0,0,93.88206308722677,0.4908472451081969,0,0.10854656448670491,0.5222467426582872,0.7607650215004951,0.8389347704575961,0.16448174321490003,-0.03669688107830038,5
1,0,56.393997865549025,0.21156326043123239,1,0.0,0.24213606276708216,0.3627987030223262,0.4066011590234769,0.06173448906468486,-0.24870928644339851,1
1,0,26.83462330569452,0.6359207521355592,0,0.7654409345663435,0.5730733271169208,0.8588159877534323,0.9283281494908432,0.2519322062769683,-0.07904805384461755,7
1,0,91.13738883823797,0.4944101180178297,0,0.38835428908996844,0.5654199079110678,0.8386305461340484,0.9026537318057068,0.19299694661167133,0.06103730370969673,5
1,1,24.85465069819352,0.8580103625641043,1,0.8092342980235758,0.48554814511964783,0.7976166160098557,0.8899606446332825,0.23962498418697326,0.09269049429709963,9
1,0,31.81554828031619,0.5654639430958865,0,0.686220299372131,0.5518131744585676,0.8401528132071946,0.9137013950258761,0.23344162140159608,-0.05955751034986345,6
1,1,57.32109740668222,0.7273451026328657,0,0.5610044049823613,0.627955876799518,0.8839138311691385,0.9407902199269759,0.245202205893166,0.024644258862652757,8
0,0,66.78631389057676,0.5651899664929624,0,1.0,0.6560546850293792,0.9351532639838185,0.9696170422622301,0.26477849497394434,0.11964704163500217,6
1,0,31.229383903748992,0.8719860670057284,1,1.0,0.5387263025524667,0.8667813241754314,0.9343300614811609,0.2607979100508593,0.11935005798502896,9
1,0,81.97568547631407,0.3515073600615904,0,0.2615636367807751,0.4913069519915154,0.7580336658161827,0.8345987320200651,0.15888246768731606,0.15487753778161462,3
0,1,27.58966067738006,0.41775005963596495,0,0.28961045863715695,0.43032894691654516,0.6543891035630851,0.7601057255600704,0.17162355480911046,0.293981767863006,4
1,1,83.21561457637539,0.4988110348297936,1,0.6475064665512185,0.4416619978335527,0.7801583153290745,0.8551162962178359,0.1695723018795909,0.020074188112865432,5
0,0,25.202635829365143,0.2276338345748363,1,0.125925640620868,0.21457361917292414,0.3109430935867393,0.3622755863597358,0.07673763924831224,0.03905748555204111,1
1,1,75.73259660936328,0.8115998655994277,0,0.8719564235328168,0.7149291313930504,0.9470120136007223,0.9770238295200672,0.28893562219319585,0.0320495964574492,9
1,0,71.30231041392724,0.7025232506749087,1,0.5700707430360061,0.4818407721481693,0.7925013625787746,0.8718287925922076,0.1923855619048369,-0.1698666827155586,7
0,0,49.29742684902082,0.33056042383759243,0,0.08248565881605607,0.41606845994178276,0.6184649861070254,0.7102370971161209,0.13783262945724448,-0.056113031951349424,2
1,0,59.77553049664146,0.1380822989258208,1,0.16239210842181034,0.24740622833553036,0.4143010775069354,0.46372428592810694,0.06695155568105415,-0.25279188947477527,0
1,0,65.78305673784962,0.8304446281753906,0,1.0,0.7271962986436169,0.9551045487100879,0.9814976961597863,0.3045666942263086,0.01914153786676942,9
1,1,43.82064311865897,0.8729865211721214,0,0.8796520072497199,0.6959048999247021,0.9346806376651934,0.9722844812485177,0.2989131789007902,0.20651265394466622,9
0,1,32.822033508359375,0.5257464322080195,1,0.4395046952818741,0.3473358153974986,0.5925188772377364,0.6969520202307528,0.15281243435939035,-0.026775710480604786,5
1,1,33.635385800184295,0.9160305262945311,1,0.5034099192136505,0.47939305192552656,0.7482933656125128,0.851038255132489,0.21774557086554475,0.19650216959232858,9
1,0,46.1651136964554,0.5756124948291926,0,0.6302176144312861,0.5754869904444283,0.8578010529618675,0.923100305210246,0.2293636356675075,0.1353587770822331,6
1,1,61.33844836101202,0.6838663840218562,1,0.563000609605744,0.4627587108975167,0.7701298921685972,0.8551632136246287,0.18888001856385284,-0.15324273970417912,7
0,1,88.22571885822282,0.44994896910891413,0,0.4131117359115074,0.5527362833245167,0.832919837082649,0.8977870248264241,0.18880351895748787,0.06477535419194269,4
1,0,73.42656171793412,0.2708789294077003,1,0.30373647920177693,0.31297802706207994,0.5574490486602046,0.630376412994999,0.10100548733133274,-0.040120754651556845,1
1,0,46.258983612627105,0.32212539296539455,0,0.3866980959386779,0.4562640609060407,0.7270681478445078,0.8146879399373219,0.16698861853867697,0.16576323589709085,2
1,0,39.54989224597328,0.34189512872156336,1,0.4107219657688332,0.3047344471722171,0.5395869736495509,0.6284911851115593,0.12235646588511782,0.12798676848672863,2
1,0,41.3053319682794,0.11121825181567456,1,0.30828732083464816,0.23653329307029258,0.41443513553074157,0.4717486029816494,0.077511469855816,-0.2821239363857768,0
1,1,38.727470297641084,0.4413624359794243,0,0.2509054804121902,0.4584604825062049,0.691598488120339,0.7894291251962939,0.17129491343813266,0.3881276949638917,4
1,0,40.82759531967123,0.43161364249401313,0,0.17818951521637705,0.44802351523673994,0.6668065043869866,0.765210126063256,0.1625609978957397,0.009987469628989665,4
1,0,33.48034741061089,0.2703381877818558,0,0.5326608505596759,0.4374005580743293,0.7252932689769065,0.8164266001094747,0.173816813223246,0.0003725965281549115,1
0,0,42.61284676980947,0.1024534319574766,0,0.3575422915993765,0.3771873362398428,0.6337990537159958,0.7194866127819481,0.13112224395355915,0.11518074505527726,0
1,1,48.27585388375028,0.7365338911495612,0,0.7748110115616875,0.6495585674237631,0.9109767307973244,0.9580934476217904,0.2679611848286029,0.07791969636361584,8
1,0,49.460890931737644,0.9311721367229195,1,0.8512607593394134,0.5702630443451597,0.8775828548091422,0.939011512707559,0.25480189644237927,0.18063259414520383,9
0,0,56.26675892445268,0.7750588133260653,1,0.7105430787748874,0.5085729113358406,0.8262999843856716,0.9012834785147177,0.21731312987639856,0.21536128333913152,8
1,0,48.4752618341658,0.4974403130956166,0,0.4684715076353427,0.5290476082456016,0.8050311774364055,0.8831321394423665,0.20146319772787674,0.13126870543795155,5
0,1,45.09783567902976,0.21830936175577717,0,0.4946666970233534,0.4384853475422981,0.7316803315972451,0.8160488331305431,0.16221307396570192,-0.05107309371716762,1
0,0,44.99052054118677,0.22741795075144677,0,0.780546894755106,0.48664029713168555,0.8220037426864799,0.8915318489599829,0.19216738208822762,0.045825144569049625,1
1,1,40.514749746573855,0.4040050782697174,1,0.24254428543656414,0.3004253698517418,0.49089775336593083,0.5764342584162622,0.11485519028411402,0.14954675336622247,3
1,0,43.84296287976446,0.7119592533287373,0,0.6080101358455813,0.610180208767633,0.8733297176080551,0.9354453372988053,0.2475949015838687,0.0893847868022617,8
1,0,37.40299706734131,0.16117196970432404,1,0.9173800629755684,0.32086978994373616,0.6826750326588649,0.7692061240847318,0.14591380175320545,-0.07556739061378182,0
1,1,39.72181310911057,0.2097502926205175,1,0.2803846581094433,0.2542587212093899,0.4325286036867708,0.4992402865536616,0.08950100970402194,-0.15300532667971872,1
0,0,39.651277348060425,0.36386197923456104,1,0.28341975266458225,0.29371898565744914,0.49100657544392345,0.5751234941622126,0.11292127215164238,0.35554091883867406,3
1,0,44.132056635179374,0.5872712504554033,0,0.2730166156276166,0.5190348929768781,0.7585321121399687,0.8495180041952778,0.19539234913107217,0.3264693429701371,6
1,0,43.4703085100933,0.30394410476310757,1,0.5877315819752758,0.3252167968091301,0.6170580966188677,0.7068583207309416,0.1343647739119937,-0.0896401510039685,2
0,0,43.09066916467928,0.2935878132415586,1,0.42220715059594904,0.29903484932194746,0.5395021242873322,0.6241299529825278,0.11625888704582868,0.1239927266569002,2
1,0,34.29973640436903,0.5569588680906267,0,0.6153896372463862,0.5438469979098228,0.8269583838614702,0.9037384156488191,0.2250827939382326,0.13205790359750658,6
1,0,53.55174317680515,0.36651887148791024,0,0.35021468300817227,0.4762498666028783,0.7443217809995263,0.8289992974833661,0.16999929902400376,0.3159392933244569,3
1,1,55.69080949911749,0.6713972000296197,0,0.693126073324467,0.6288225475576872,0.8972109163052523,0.9486647770348814,0.25002218733688963,-0.007818715162832945,7
0,1,49.018052430857615,0.5735837947419786,0,0.0,0.47939330916532696,0.6672312493924909,0.767420285657187,0.1660375692112968,-0.18458285980344957,6
1,1,80.48090502592856,0.4195648908429635,1,0.32938420371267413,0.3658305902166144,0.6353066364926566,0.717616724585866,0.12587315399771193,0.2190462948409747,4
1,0,51.986378198728694,0.5092794383664827,0,0.666839683144055,0.5697443358987988,0.8623348806411768,0.924425062416469,0.2230758840693779,-0.10092713628611494,5
1,1,76.31884500954531,0.4622693037426846,0,0.5176783743736832,0.5616920820193391,0.8489227587491207,0.9112910597336848,0.201108232998771,-0.05105928398065107,4
1,1,36.93987769426745,0.510245493527457,0,0.3037164884520184,0.4850806833798044,0.7266382830850076,0.8232259489079343,0.18690847287432039,0.18893145242524922,5
1,0,31.74723283723384,0.7432505564861892,0,0.9238389605952724,0.6426660216182853,0.9131303009505564,0.9609876667754349,0.2838714795324556,-0.06802600403814785,8
1,1,66.31992534964047,0.8890559238025617,0,0.744089296394511,0.7097735616315437,0.9364124807058974,0.9721571374824024,0.28776731820983537,0.006093290340015489,9
0,0,85.55190394285093,0.2668529736996809,1,0.11027766029043043,0.2960264130815367,0.4920639671024786,0.5526590818549256,0.08105571208399517,0.010827901347620128,1
0,0,64.19110207905231,0.25425664313252094,1,0.11377349783960256,0.2744619486517372,0.44603502641455556,0.5054606733972455,0.0795158462538384,-0.12914592859498342,1
1,0,48.587066038282025,0.678854651081631,0,0.58593149263083,0.6045460168312596,0.870227649951581,0.9324052438500361,0.24042134692532763,0.11148126547681403,7
1,1,47.7198273512521,0.7077202896851178,1,0.4296739982915026,0.4293810879840558,0.7014478264140754,0.800844066114789,0.17912544328191793,0.3132567819443307,8
